CustomerKey,First trade,Last trade,Total volume,Number of trade,% bike,% clothing,% accessories
18721,15/07/2014,29/03/2016,"10598,19",3,"66,67%","33,33%","0,00%"
25714,15/07/2014,30/11/2016,"1917,0182",5,"40,00%","0,00%","60,00%"
11453,15/07/2014,21/06/2016,"10596,04",6,"50,00%","0,00%","50,00%"
22881,16/07/2014,21/11/2016,"5997,33",3,"66,67%","0,00%","33,33%"
19083,16/07/2014,13/04/2016,"13351,67",2,"100,00%","0,00%","0,00%"
18706,16/07/2014,23/03/2016,"6060,5",5,"40,00%","0,00%","60,00%"
18738,16/07/2014,23/03/2016,"6089,59",5,"40,00%","20,00%","40,00%"
18766,16/07/2014,19/12/2016,"4752,75",3,"66,67%","33,33%","0,00%"
11462,16/07/2014,26/07/2016,"15373,51",5,"60,00%","0,00%","40,00%"
11754,16/07/2014,31/07/2016,"8163,53",5,"60,00%","20,00%","20,00%"
18008,17/07/2014,08/10/2016,"2459,0682",4,"50,00%","50,00%","0,00%"
29157,17/07/2014,17/07/2014,"3578,27",1,"100,00%","0,00%","0,00%"
29198,17/07/2014,17/07/2014,"3578,27",1,"100,00%","0,00%","0,00%"
29238,17/07/2014,20/09/2016,"4398,1",5,"40,00%","20,00%","40,00%"
29254,17/07/2014,17/07/2014,"3578,27",1,"100,00%","0,00%","0,00%"
18903,17/07/2014,15/01/2016,"4143,74",4,"50,00%","0,00%","50,00%"
11456,17/07/2014,02/06/2016,"10615,89",11,"27,27%","9,09%","63,64%"
11457,17/07/2014,03/06/2016,"8211,48",10,"30,00%","30,00%","40,00%"
15046,18/07/2014,19/12/2016,"5943,25",4,"50,00%","0,00%","50,00%"
14929,18/07/2014,07/11/2016,"6646,58",5,"60,00%","20,00%","20,00%"
18769,18/07/2014,04/04/2016,"5304,25",3,"66,67%","0,00%","33,33%"
25711,18/07/2014,30/11/2016,"1849,0582",3,"66,67%","0,00%","33,33%"
25717,18/07/2014,05/11/2016,"1274,0782",3,"66,67%","0,00%","33,33%"
14949,18/07/2014,06/12/2016,"11567,61",5,"60,00%","0,00%","40,00%"
14991,19/07/2014,11/12/2016,"6706,57",6,"50,00%","16,67%","33,33%"
15047,19/07/2014,21/12/2016,"13674,48",7,"42,86%","0,00%","57,14%"
14861,19/07/2014,05/11/2016,"5976,74",5,"40,00%","20,00%","40,00%"
29145,19/07/2014,19/07/2014,"3578,27",1,"100,00%","0,00%","0,00%"
18931,19/07/2014,18/04/2016,"6060,5",5,"40,00%","0,00%","60,00%"
14660,19/07/2014,11/08/2016,"1588,5682",4,"50,00%","50,00%","0,00%"
14846,20/07/2014,13/11/2016,"10322,84",7,"42,86%","14,29%","42,86%"
22889,20/07/2014,28/11/2016,"9549,6",3,"66,67%","33,33%","0,00%"
29221,20/07/2014,04/07/2016,"8641,24",2,"100,00%","0,00%","0,00%"
18929,20/07/2014,17/04/2016,"9607,84",3,"66,67%","0,00%","33,33%"
18739,20/07/2014,18/03/2016,"8950,01",5,"40,00%","20,00%","40,00%"
18902,20/07/2014,27/01/2016,"8372,46",5,"40,00%","20,00%","40,00%"
14847,21/07/2014,22/11/2016,"17460,38",7,"42,86%","0,00%","57,14%"
29476,21/07/2014,21/07/2014,"13599,96",1,"100,00%","0,00%","0,00%"
29148,21/07/2014,21/07/2014,"14313,08",1,"100,00%","0,00%","0,00%"
29168,21/07/2014,24/07/2016,"15078,4",5,"40,00%","20,00%","40,00%"
19094,21/07/2014,05/04/2016,"19199,78",2,"100,00%","0,00%","0,00%"
18907,21/07/2014,19/01/2016,"14902,04",5,"40,00%","0,00%","60,00%"
11460,21/07/2014,12/06/2016,"25222,46",6,"50,00%","16,67%","33,33%"
28420,22/07/2014,15/10/2016,"4534,46",4,"50,00%","0,00%","50,00%"
12474,22/07/2014,13/09/2016,"5928,25",3,"66,67%","0,00%","33,33%"
29156,22/07/2014,22/07/2014,"3578,27",1,"100,00%","0,00%","0,00%"
19884,22/07/2014,25/07/2016,"5776,91",5,"40,00%","20,00%","40,00%"
29201,22/07/2014,02/07/2016,"4334,6",4,"50,00%","0,00%","50,00%"
29239,22/07/2014,25/09/2016,"4343,59",5,"40,00%","20,00%","40,00%"
18724,22/07/2014,06/03/2016,"6056,51",4,"50,00%","0,00%","50,00%"
18729,22/07/2014,11/03/2016,"5333,25",3,"66,67%","33,33%","0,00%"
11464,22/07/2014,02/07/2016,"10462,97",7,"42,86%","14,29%","42,86%"
12464,23/07/2014,16/09/2016,"5898,26",2,"100,00%","0,00%","0,00%"
29208,23/07/2014,23/07/2014,"3578,27",1,"100,00%","0,00%","0,00%"
29261,23/07/2014,15/10/2016,"4320,62",2,"100,00%","0,00%","0,00%"
29144,24/07/2014,24/07/2014,"3578,27",1,"100,00%","0,00%","0,00%"
25982,24/07/2014,20/07/2016,"5819,05",3,"66,67%","0,00%","33,33%"
22893,24/07/2014,17/02/2016,"8534,75",4,"50,00%","0,00%","50,00%"
29207,24/07/2014,24/07/2014,"3578,27",1,"100,00%","0,00%","0,00%"
22903,24/07/2014,30/04/2016,"6054,22",3,"66,67%","0,00%","33,33%"
14728,24/07/2014,24/08/2016,"1563,0682",4,"50,00%","50,00%","0,00%"
18930,24/07/2014,24/04/2016,"6035,6",4,"50,00%","0,00%","50,00%"
18723,24/07/2014,01/03/2016,"10382,23",2,"100,00%","0,00%","0,00%"
14653,25/07/2014,06/08/2016,"1547,5682",4,"50,00%","50,00%","0,00%"
14662,25/07/2014,12/08/2016,"1602,0782",4,"50,00%","50,00%","0,00%"
14726,25/07/2014,22/08/2016,"2268,0382",4,"50,00%","0,00%","50,00%"
18768,25/07/2014,30/04/2016,"5314,25",3,"66,67%","0,00%","33,33%"
11387,26/07/2014,03/04/2016,"6958,8",6,"50,00%","0,00%","50,00%"
29242,26/07/2014,12/09/2016,"4355,61",3,"66,67%","0,00%","33,33%"
18908,26/07/2014,12/03/2016,"6090,59",5,"40,00%","0,00%","60,00%"
18736,26/07/2014,22/03/2016,"13407,59",4,"50,00%","0,00%","50,00%"
11472,26/07/2014,28/10/2016,"8165,82",6,"50,00%","16,67%","33,33%"
18009,27/07/2014,01/10/2016,"3134,1764",3,"66,67%","0,00%","33,33%"
29147,27/07/2014,27/07/2014,"7156,54",1,"100,00%","0,00%","0,00%"
18731,27/07/2014,21/03/2016,"12108,12",4,"50,00%","25,00%","25,00%"
18737,27/07/2014,18/03/2016,"9599,89",2,"100,00%","0,00%","0,00%"
11459,27/07/2014,20/06/2016,"11541,32",5,"60,00%","0,00%","40,00%"
19420,28/07/2014,08/12/2016,"6412,1728",8,"37,50%","12,50%","50,00%"
29155,28/07/2014,28/07/2014,"14313,08",1,"100,00%","0,00%","0,00%"
29203,28/07/2014,06/07/2016,"15069,41",4,"50,00%","0,00%","50,00%"
29223,28/07/2014,09/08/2016,"17422,44",3,"66,67%","0,00%","33,33%"
25715,28/07/2014,29/11/2016,"3371,3728",3,"66,67%","0,00%","33,33%"
11756,28/07/2014,27/10/2016,"18202,99",6,"50,00%","16,67%","33,33%"
18928,29/07/2014,26/04/2016,"8611,89",6,"33,33%","16,67%","50,00%"
18709,29/07/2014,25/03/2016,"6098,54",6,"33,33%","0,00%","66,67%"
25716,29/07/2014,20/11/2016,"1302,5882",3,"66,67%","33,33%","0,00%"
11451,29/07/2014,07/06/2016,"10732,05",9,"33,33%","11,11%","55,56%"
14928,30/07/2014,03/11/2016,"13837,45",6,"50,00%","16,67%","33,33%"
14147,30/07/2014,08/08/2016,"5217,23",3,"66,67%","33,33%","0,00%"
19422,30/07/2014,28/01/2016,"5181,0582",2,"100,00%","0,00%","0,00%"
22877,30/07/2014,12/10/2016,"13114,55",2,"100,00%","0,00%","0,00%"
29237,30/07/2014,13/08/2016,"4355,61",3,"66,67%","0,00%","33,33%"
29252,30/07/2014,30/09/2016,"4389,59",5,"40,00%","0,00%","60,00%"
29258,30/07/2014,30/09/2016,"4329,61",3,"66,67%","0,00%","33,33%"
14664,30/07/2014,20/07/2016,"3100,5482",5,"40,00%","20,00%","40,00%"
18718,30/07/2014,21/03/2016,"8492,93",4,"50,00%","0,00%","50,00%"
25712,30/07/2014,30/11/2016,"2950,9382",5,"40,00%","20,00%","40,00%"
29225,31/07/2014,16/08/2016,"6547,67",2,"100,00%","0,00%","0,00%"
29150,31/07/2014,31/07/2014,"3578,27",1,"100,00%","0,00%","0,00%"
29175,31/07/2014,07/07/2016,"4334,6",4,"50,00%","0,00%","50,00%"
29265,31/07/2014,11/10/2016,"5062,97",2,"100,00%","0,00%","0,00%"
14722,31/07/2014,05/08/2016,"1468,5882",2,"100,00%","0,00%","0,00%"
11454,31/07/2014,20/06/2016,"8089,04",4,"75,00%","0,00%","25,00%"
11461,31/07/2014,22/07/2016,"8089,04",4,"75,00%","0,00%","25,00%"
15048,01/08/2014,03/12/2016,"6690,58",6,"50,00%","0,00%","50,00%"
28648,01/08/2014,01/08/2014,"3578,27",1,"100,00%","0,00%","0,00%"
14733,01/08/2014,29/02/2016,"1854,5782",3,"66,67%","0,00%","33,33%"
19562,01/08/2014,19/05/2016,"5314,25",3,"66,67%","0,00%","33,33%"
19568,01/08/2014,28/04/2016,"6060,5",5,"40,00%","0,00%","60,00%"
19613,01/08/2014,15/05/2016,"6093,2",5,"40,00%","0,00%","60,00%"
12520,02/08/2014,14/10/2016,"5919,73",4,"50,00%","25,00%","25,00%"
15081,02/08/2014,22/12/2016,"5900,55",3,"66,67%","0,00%","33,33%"
28630,02/08/2014,02/08/2014,"3578,27",1,"100,00%","0,00%","0,00%"
19432,02/08/2014,19/02/2016,"1869,5782",3,"66,67%","33,33%","0,00%"
28778,02/08/2014,02/08/2014,"3578,27",1,"100,00%","0,00%","0,00%"
19096,02/08/2014,27/04/2016,"13627,55",5,"40,00%","0,00%","60,00%"
28443,03/08/2014,03/08/2014,"6749,98",1,"100,00%","0,00%","0,00%"
23172,03/08/2014,13/02/2016,"8387,66",5,"40,00%","0,00%","60,00%"
11227,03/08/2014,14/02/2016,"9488,49",5,"40,00%","0,00%","60,00%"
28036,03/08/2014,03/08/2014,"7156,54",1,"100,00%","0,00%","0,00%"
23057,03/08/2014,24/12/2016,"9600,09",4,"50,00%","25,00%","25,00%"
19271,03/08/2014,24/01/2016,"7731,52",3,"66,67%","0,00%","33,33%"
19565,03/08/2014,29/05/2016,"8886,51",4,"50,00%","0,00%","50,00%"
14161,04/08/2014,06/11/2016,"17232,02",7,"42,86%","14,29%","42,86%"
15078,04/08/2014,27/12/2016,"19765,39",4,"75,00%","0,00%","25,00%"
18011,04/08/2014,19/10/2016,"10361,4328",6,"33,33%","0,00%","66,67%"
20561,04/08/2014,21/12/2016,"12556,3528",3,"66,67%","0,00%","33,33%"
14732,04/08/2014,06/12/2016,"6298,3528",3,"66,67%","33,33%","0,00%"
19269,04/08/2014,28/01/2016,"16473,04",2,"100,00%","0,00%","0,00%"
19270,04/08/2014,12/01/2016,"14862,06",3,"66,67%","33,33%","0,00%"
15062,05/08/2014,22/12/2016,"6684,59",5,"60,00%","20,00%","20,00%"
28449,05/08/2014,05/08/2014,"3374,99",1,"100,00%","0,00%","0,00%"
25994,05/08/2014,08/10/2016,"4626,11",5,"40,00%","0,00%","60,00%"
22996,05/08/2014,26/06/2016,"6035,6",4,"50,00%","0,00%","50,00%"
19596,05/08/2014,27/04/2016,"13491,63",3,"66,67%","0,00%","33,33%"
11761,05/08/2014,30/07/2016,"8149,49",8,"37,50%","25,00%","37,50%"
15077,06/08/2014,21/12/2016,"13627,29",7,"42,86%","0,00%","57,14%"
28178,06/08/2014,06/08/2014,"3578,27",1,"100,00%","0,00%","0,00%"
28363,06/08/2014,06/08/2014,"3578,27",1,"100,00%","0,00%","0,00%"
18010,06/08/2014,25/10/2016,"4271,0382",4,"50,00%","25,00%","25,00%"
19988,06/08/2014,16/08/2016,"8021,91",3,"66,67%","0,00%","33,33%"
11129,06/08/2014,13/01/2016,"8168,25",2,"100,00%","0,00%","0,00%"
14734,06/08/2014,01/03/2016,"5321,0182",3,"66,67%","0,00%","33,33%"
26789,06/08/2014,06/08/2014,"699,0982",1,"100,00%","0,00%","0,00%"
14735,06/08/2014,19/03/2016,"1854,5782",3,"66,67%","0,00%","33,33%"
19607,06/08/2014,07/05/2016,"6054,22",3,"66,67%","0,00%","33,33%"
11224,07/08/2014,05/12/2016,"6685,59",5,"60,00%","0,00%","40,00%"
25986,07/08/2014,06/10/2016,"4624,83",3,"66,67%","0,00%","33,33%"
11090,07/08/2014,24/11/2016,"8958,1",6,"50,00%","33,33%","16,67%"
19560,07/08/2014,17/04/2016,"6117,69",6,"33,33%","16,67%","50,00%"
19588,07/08/2014,04/04/2016,"6056,61",3,"66,67%","0,00%","33,33%"
11762,07/08/2014,07/07/2016,"8228,01",7,"42,86%","14,29%","42,86%"
14171,08/08/2014,14/12/2016,"8532,55",10,"30,00%","20,00%","50,00%"
11468,08/08/2014,22/08/2016,"8224,66",4,"75,00%","25,00%","0,00%"
29352,08/08/2014,08/08/2014,"3578,27",1,"100,00%","0,00%","0,00%"
19594,08/08/2014,14/04/2016,"6021,62",2,"100,00%","0,00%","0,00%"
15051,09/08/2014,02/12/2016,"6650,6",4,"75,00%","0,00%","25,00%"
15059,09/08/2014,22/12/2016,"6793,54",10,"30,00%","20,00%","50,00%"
19598,09/08/2014,19/06/2016,"5310,53",5,"40,00%","0,00%","60,00%"
14162,10/08/2014,21/12/2016,"11713,88",7,"42,86%","14,29%","42,86%"
15058,10/08/2014,06/12/2016,"13279,16",6,"50,00%","16,67%","33,33%"
11413,10/08/2014,08/09/2016,"13235,52",11,"36,36%","36,36%","27,27%"
23114,10/08/2014,12/12/2016,"9574,59",4,"50,00%","0,00%","50,00%"
11217,10/08/2014,18/02/2016,"16656,46",3,"66,67%","0,00%","33,33%"
23209,10/08/2014,16/02/2016,"8380,38",3,"66,67%","33,33%","0,00%"
25987,10/08/2014,26/10/2016,"11809,34",3,"66,67%","33,33%","0,00%"
29285,10/08/2014,10/08/2014,"7156,54",1,"100,00%","0,00%","0,00%"
29326,10/08/2014,10/08/2014,"7156,54",1,"100,00%","0,00%","0,00%"
19612,10/08/2014,24/05/2016,"16961,74",3,"66,67%","0,00%","33,33%"
14149,11/08/2014,24/08/2016,"15152,56",3,"66,67%","33,33%","0,00%"
28197,11/08/2014,11/08/2014,"14313,08",1,"100,00%","0,00%","0,00%"
23137,11/08/2014,25/03/2016,"16049,06",3,"66,67%","0,00%","33,33%"
11191,11/08/2014,09/11/2016,"25363,66",7,"42,86%","28,57%","28,57%"
18038,11/08/2014,09/10/2016,"4532,3728",3,"66,67%","0,00%","33,33%"
28092,11/08/2014,11/08/2014,"14313,08",1,"100,00%","0,00%","0,00%"
28161,11/08/2014,11/08/2014,"14313,08",1,"100,00%","0,00%","0,00%"
28620,11/08/2014,11/08/2014,"14313,08",1,"100,00%","0,00%","0,00%"
19264,11/08/2014,30/01/2016,"14867,05",4,"50,00%","0,00%","50,00%"
19555,11/08/2014,18/04/2016,"16845,41",4,"50,00%","25,00%","25,00%"
19561,11/08/2014,12/04/2016,"19199,78",2,"100,00%","0,00%","0,00%"
19576,11/08/2014,17/04/2016,"16793,02",4,"50,00%","0,00%","50,00%"
28198,12/08/2014,12/08/2014,"3578,27",1,"100,00%","0,00%","0,00%"
19997,12/08/2014,02/11/2016,"8254,97",3,"66,67%","0,00%","33,33%"
28165,12/08/2014,12/08/2014,"3578,27",1,"100,00%","0,00%","0,00%"
15056,13/08/2014,03/12/2016,"9003,07",9,"33,33%","22,22%","44,44%"
14164,13/08/2014,07/12/2016,"8169,15",7,"42,86%","0,00%","57,14%"
29481,13/08/2014,13/08/2014,"3374,99",1,"100,00%","0,00%","0,00%"
11414,13/08/2014,18/09/2016,"7191,77",10,"40,00%","20,00%","40,00%"
28129,13/08/2014,13/08/2014,"3578,27",1,"100,00%","0,00%","0,00%"
28176,13/08/2014,13/08/2014,"3578,27",1,"100,00%","0,00%","0,00%"
28013,13/08/2014,13/08/2014,"3578,27",1,"100,00%","0,00%","0,00%"
14167,14/08/2014,08/08/2016,"5235,21",4,"50,00%","50,00%","0,00%"
12547,14/08/2014,03/10/2016,"5898,26",2,"100,00%","0,00%","0,00%"
11252,14/08/2014,20/12/2016,"7450,88",7,"42,86%","14,29%","42,86%"
20562,14/08/2014,24/12/2016,"2994,0882",2,"100,00%","0,00%","0,00%"
28130,14/08/2014,14/08/2014,"3578,27",1,"100,00%","0,00%","0,00%"
28169,14/08/2014,14/08/2014,"3578,27",1,"100,00%","0,00%","0,00%"
29334,14/08/2014,14/08/2014,"3578,27",1,"100,00%","0,00%","0,00%"
25823,14/08/2014,13/08/2016,"1887,5582",5,"40,00%","20,00%","40,00%"
14198,15/08/2014,09/06/2016,"8308,59",7,"42,86%","0,00%","57,14%"
11216,15/08/2014,09/02/2016,"5948,24",5,"40,00%","0,00%","60,00%"
29335,15/08/2014,15/08/2014,"3578,27",1,"100,00%","0,00%","0,00%"
29350,15/08/2014,15/08/2014,"3578,27",1,"100,00%","0,00%","0,00%"
19102,15/08/2014,30/04/2016,"6029,57",3,"66,67%","0,00%","33,33%"
19105,15/08/2014,28/04/2016,"6056,61",3,"66,67%","0,00%","33,33%"
25990,16/08/2014,12/07/2016,"13188,19",4,"50,00%","50,00%","0,00%"
19558,16/08/2014,21/04/2016,"6029,57",3,"66,67%","0,00%","33,33%"
25718,16/08/2014,14/11/2016,"1274,0782",3,"66,67%","0,00%","33,33%"
14189,17/08/2014,12/06/2016,"11895,59",4,"75,00%","0,00%","25,00%"
28624,17/08/2014,17/08/2014,"7156,54",1,"100,00%","0,00%","0,00%"
29279,17/08/2014,16/10/2016,"7975,85",6,"33,33%","33,33%","33,33%"
19559,17/08/2014,08/04/2016,"9634,88",3,"66,67%","0,00%","33,33%"
12549,18/08/2014,23/10/2016,"16643,06",3,"66,67%","0,00%","33,33%"
23074,18/08/2014,08/12/2016,"16756,63",4,"50,00%","25,00%","25,00%"
14163,19/08/2014,06/12/2016,"7250,79",7,"42,86%","0,00%","57,14%"
23113,19/08/2014,05/12/2016,"5997,33",3,"66,67%","0,00%","33,33%"
27752,19/08/2014,19/08/2014,"3578,27",1,"100,00%","0,00%","0,00%"
19599,19/08/2014,21/06/2016,"6980,25",2,"100,00%","0,00%","0,00%"
19605,19/08/2014,26/06/2016,"5314,25",3,"66,67%","0,00%","33,33%"
25822,19/08/2014,16/08/2016,"5181,0582",2,"100,00%","0,00%","0,00%"
28646,20/08/2014,20/08/2014,"3578,27",1,"100,00%","0,00%","0,00%"
28647,20/08/2014,20/08/2014,"3578,27",1,"100,00%","0,00%","0,00%"
11171,20/08/2014,10/11/2016,"11367,49",8,"37,50%","0,00%","62,50%"
19586,20/08/2014,04/04/2016,"6056,61",3,"66,67%","0,00%","33,33%"
25819,20/08/2014,14/08/2016,"1873,5782",3,"66,67%","33,33%","0,00%"
19611,21/08/2014,29/05/2016,"6054,22",3,"66,67%","0,00%","33,33%"
11422,22/08/2014,06/11/2016,"7075,27",10,"40,00%","10,00%","50,00%"
23164,22/08/2014,16/02/2016,"4807,1",4,"50,00%","0,00%","50,00%"
19989,22/08/2014,02/08/2016,"7856,95",2,"100,00%","0,00%","0,00%"
28177,22/08/2014,22/08/2014,"3578,27",1,"100,00%","0,00%","0,00%"
29280,22/08/2014,22/08/2014,"3578,27",1,"100,00%","0,00%","0,00%"
19095,22/08/2014,11/04/2016,"6056,61",3,"66,67%","0,00%","33,33%"
19592,22/08/2014,14/05/2016,"5377,23",5,"40,00%","40,00%","20,00%"
19595,22/08/2014,14/04/2016,"6095,08",6,"33,33%","16,67%","50,00%"
19601,22/08/2014,14/06/2016,"7050,23",3,"66,67%","0,00%","33,33%"
19614,22/08/2014,10/05/2016,"14134,03",5,"40,00%","0,00%","60,00%"
14160,23/08/2014,11/10/2016,"7404,17",8,"37,50%","0,00%","62,50%"
29354,23/08/2014,23/08/2014,"3578,27",1,"100,00%","0,00%","0,00%"
19099,23/08/2014,20/04/2016,"13419,43",4,"50,00%","25,00%","25,00%"
19564,23/08/2014,27/05/2016,"5293,24",4,"50,00%","0,00%","50,00%"
19563,23/08/2014,01/05/2016,"5333,25",3,"66,67%","33,33%","0,00%"
12522,24/08/2014,13/10/2016,"9466,51",4,"50,00%","0,00%","50,00%"
14181,24/08/2014,30/06/2016,"11904,58",5,"60,00%","20,00%","20,00%"
23267,24/08/2014,20/03/2016,"8440,36",5,"40,00%","0,00%","60,00%"
11257,24/08/2014,16/12/2016,"10255,65",6,"50,00%","16,67%","33,33%"
14737,24/08/2014,15/05/2016,"2572,6764",3,"66,67%","33,33%","0,00%"
19556,24/08/2014,16/04/2016,"9613,87",4,"50,00%","0,00%","50,00%"
19577,24/08/2014,28/04/2016,"9616,16",5,"40,00%","0,00%","60,00%"
19602,24/08/2014,30/05/2016,"12186,4",5,"40,00%","0,00%","60,00%"
22976,24/08/2014,28/11/2016,"9549,6",3,"66,67%","33,33%","0,00%"
27672,25/08/2014,25/08/2014,"14313,08",1,"100,00%","0,00%","0,00%"
19429,25/08/2014,29/02/2016,"3951,8728",3,"66,67%","0,00%","33,33%"
14731,25/08/2014,10/12/2016,"4532,3728",3,"66,67%","0,00%","33,33%"
19609,25/08/2014,22/05/2016,"16828,01",5,"40,00%","0,00%","60,00%"
25821,25/08/2014,25/08/2016,"3976,3628",4,"50,00%","25,00%","25,00%"
29340,26/08/2014,26/08/2014,"3578,27",1,"100,00%","0,00%","0,00%"
28354,26/08/2014,26/08/2014,"3578,27",1,"100,00%","0,00%","0,00%"
28574,26/08/2014,26/08/2014,"3578,27",1,"100,00%","0,00%","0,00%"
28626,26/08/2014,26/08/2014,"3578,27",1,"100,00%","0,00%","0,00%"
11189,26/08/2014,09/02/2016,"5944,22",6,"33,33%","16,67%","50,00%"
25993,26/08/2014,05/10/2016,"8468,27",5,"40,00%","20,00%","40,00%"
28173,26/08/2014,26/08/2014,"3578,27",1,"100,00%","0,00%","0,00%"
22995,26/08/2014,30/06/2016,"6060,5",5,"40,00%","0,00%","60,00%"
14730,26/08/2014,29/12/2016,"2588,0682",5,"40,00%","0,00%","60,00%"
19593,26/08/2014,29/05/2016,"5306,54",4,"50,00%","0,00%","50,00%"
19615,26/08/2014,13/06/2016,"5279,26",2,"100,00%","0,00%","0,00%"
19616,26/08/2014,14/06/2016,"6980,25",2,"100,00%","0,00%","0,00%"
12510,27/08/2014,23/09/2016,"6441,02",6,"50,00%","0,00%","50,00%"
14148,27/08/2014,09/08/2016,"6892,15",4,"50,00%","50,00%","0,00%"
22998,27/08/2014,01/01/2016,"5329,25",3,"66,67%","33,33%","0,00%"
12523,28/08/2014,27/10/2016,"5933,25",3,"66,67%","0,00%","33,33%"
11175,28/08/2014,06/11/2016,"6710,55",8,"37,50%","0,00%","62,50%"
25996,28/08/2014,30/10/2016,"4598,83",3,"66,67%","0,00%","33,33%"
28051,28/08/2014,28/08/2014,"3578,27",1,"100,00%","0,00%","0,00%"
19557,28/08/2014,17/04/2016,"5358,24",4,"50,00%","25,00%","25,00%"
14428,01/09/2014,14/07/2016,"15560,49",5,"60,00%","0,00%","40,00%"
11263,01/09/2014,12/12/2016,"6754,06",9,"33,33%","11,11%","55,56%"
28656,01/09/2014,01/09/2014,"3578,27",1,"100,00%","0,00%","0,00%"
11274,01/09/2014,28/02/2016,"5888,24",4,"50,00%","0,00%","50,00%"
25828,01/09/2014,30/09/2016,"1873,5782",3,"66,67%","33,33%","0,00%"
11905,01/09/2014,07/07/2016,"8155,98",7,"42,86%","0,00%","57,14%"
12613,02/09/2014,10/10/2016,"5983,74",4,"50,00%","25,00%","25,00%"
11531,02/09/2014,12/02/2016,"5875,55",3,"66,67%","0,00%","33,33%"
11275,02/09/2014,16/01/2016,"5955,23",4,"50,00%","0,00%","50,00%"
19784,02/09/2014,14/05/2016,"6021,62",2,"100,00%","0,00%","0,00%"
19763,02/09/2014,12/01/2016,"4153,25",3,"66,67%","0,00%","33,33%"
25831,02/09/2014,16/09/2016,"1882,5682",4,"50,00%","50,00%","0,00%"
11897,02/09/2014,16/10/2016,"8203,02",6,"50,00%","16,67%","33,33%"
15118,03/09/2014,21/08/2016,"18764,55",5,"60,00%","20,00%","20,00%"
11282,03/09/2014,06/01/2016,"11997,46",6,"33,33%","16,67%","50,00%"
11515,03/09/2014,22/04/2016,"9508,5",4,"50,00%","0,00%","50,00%"
20564,03/09/2014,07/12/2016,"10838,1164",4,"50,00%","0,00%","50,00%"
14740,03/09/2014,07/09/2016,"3067,1164",5,"40,00%","20,00%","40,00%"
14744,03/09/2014,24/09/2016,"2204,9564",5,"40,00%","0,00%","60,00%"
19794,03/09/2014,22/05/2016,"9676,85",6,"33,33%","33,33%","33,33%"
19628,03/09/2014,09/05/2016,"12071,2",4,"50,00%","0,00%","50,00%"
11893,03/09/2014,24/07/2016,"13818,01",5,"60,00%","20,00%","20,00%"
12607,04/09/2014,14/09/2016,"17813,28",7,"42,86%","0,00%","57,14%"
11296,04/09/2014,02/02/2016,"16632,34",4,"50,00%","0,00%","50,00%"
11317,04/09/2014,22/02/2016,"16608,07",2,"100,00%","0,00%","0,00%"
11626,04/09/2014,09/04/2016,"16693,55",4,"50,00%","25,00%","25,00%"
19967,04/09/2014,27/06/2016,"16764,38",3,"66,67%","0,00%","33,33%"
25830,04/09/2014,24/09/2016,"3930,8628",4,"50,00%","0,00%","50,00%"
11896,04/09/2014,12/07/2016,"25445,97",6,"50,00%","0,00%","50,00%"
14774,04/09/2014,09/12/2016,"24054,52",4,"75,00%","0,00%","25,00%"
11303,05/09/2014,27/02/2016,"5875,55",3,"66,67%","0,00%","33,33%"
11535,05/09/2014,16/03/2016,"5919,21",6,"33,33%","16,67%","50,00%"
14795,05/09/2014,15/10/2016,"4380,04",4,"50,00%","0,00%","50,00%"
11522,06/09/2014,05/02/2016,"5888,24",4,"50,00%","0,00%","50,00%"
23385,06/09/2014,12/05/2016,"4829,39",5,"40,00%","0,00%","60,00%"
18137,06/09/2014,11/09/2016,"3043,0582",5,"40,00%","20,00%","40,00%"
14800,06/09/2014,01/11/2016,"4390,69",5,"40,00%","0,00%","60,00%"
15354,06/09/2014,08/08/2016,"10690,35",6,"50,00%","33,33%","16,67%"
12618,06/09/2014,17/11/2016,"12958,11",5,"40,00%","0,00%","60,00%"
19787,06/09/2014,01/05/2016,"6054,22",3,"66,67%","0,00%","33,33%"
19951,06/09/2014,24/06/2016,"6021,62",2,"100,00%","0,00%","0,00%"
11768,06/09/2014,15/07/2016,"8139,04",4,"75,00%","0,00%","25,00%"
28470,07/09/2014,07/09/2014,"3399,99",1,"100,00%","0,00%","0,00%"
14769,07/09/2014,03/10/2016,"4397,75",3,"66,67%","33,33%","0,00%"
11291,07/09/2014,23/01/2016,"5873,26",2,"100,00%","0,00%","0,00%"
11307,07/09/2014,12/02/2016,"5964,22",5,"40,00%","20,00%","40,00%"
11259,07/09/2014,22/12/2016,"6770,6",5,"60,00%","0,00%","40,00%"
18039,07/09/2014,04/10/2016,"4201,0582",3,"66,67%","33,33%","0,00%"
19795,07/09/2014,19/05/2016,"6044,59",5,"40,00%","20,00%","40,00%"
11892,07/09/2014,23/07/2016,"15123,94",5,"60,00%","0,00%","40,00%"
11899,07/09/2014,09/07/2016,"8189,5",7,"42,86%","28,57%","28,57%"
11237,08/09/2014,28/11/2016,"10566,38",6,"66,67%","0,00%","33,33%"
14775,08/09/2014,07/06/2016,"10811,23",8,"37,50%","12,50%","50,00%"
26011,08/09/2014,30/07/2016,"5768,05",3,"66,67%","33,33%","0,00%"
19766,08/09/2014,14/02/2016,"4167,23",5,"40,00%","0,00%","60,00%"
23351,09/09/2014,17/05/2016,"8577,63",3,"66,67%","0,00%","33,33%"
